Date,Open,1_high,1_low,1_close,WOpen,MOpen,2_closs,3_closs,4_closs,5_closs,K,D,cross,second2MA,Fourth6MA,Fifth6MA,ID
2020-01-02,25.3,25.55,25.05,25.25,25.3,25.3,24.7,25.1,24.35,23.4,27.26,27.48,0,25.225,24.891666666666666,24.666666666666668,8040
2020-01-03,25.5,25.55,24.55,24.7,25.3,25.3,25.1,24.35,23.4,23.8,26.25,27.07,0,24.975,24.666666666666668,24.433333333333337,8040
2020-01-06,24.5,25.15,23.7,25.1,24.5,25.3,24.35,23.4,23.8,23.8,40.26,31.47,1,24.9,24.433333333333337,24.191666666666666,8040
2020-01-07,25.5,25.5,24.25,24.35,24.5,25.3,23.4,23.8,23.8,24.05,37.95,33.63,0,24.725,24.191666666666666,24.083333333333332,8040
2020-01-08,23.6,24.25,23.4,23.4,24.5,25.3,23.8,23.8,24.05,23.95,25.3,30.85,0,23.875,24.083333333333332,23.891666666666666,8040
2020-01-09,23.9,24.05,23.6,23.8,24.5,25.3,23.8,24.05,23.95,25.85,22.79,28.16,0,23.6,23.891666666666666,24.141666666666666,8040
2020-01-10,23.7,24.5,23.7,23.8,24.5,25.3,24.05,23.95,25.85,25.35,21.12,25.81,0,23.8,24.141666666666666,24.46666666666667,8040
2020-01-13,23.85,24.05,23.8,24.05,23.85,25.3,23.95,25.85,25.35,25.45,23.71,25.11,0,23.925,24.46666666666667,24.741666666666664,8040
2020-01-14,24.3,24.3,23.9,23.95,23.85,25.3,25.85,25.35,25.45,24.85,24.33,24.85,0,24.0,24.741666666666664,24.916666666666668,8040
2020-01-15,24.1,26.25,23.95,25.85,23.85,25.3,25.35,25.45,24.85,22.4,44.87,31.52,1,24.9,24.916666666666668,24.64166666666667,8040
2020-01-16,25.6,25.85,25.35,25.35,23.85,25.3,25.45,24.85,22.4,21.15,52.72,38.59,0,25.6,24.64166666666667,24.175,8040
2020-01-17,25.35,26.75,25.35,25.45,23.85,25.3,24.85,22.4,21.15,19.5,55.54,44.24,0,25.4,24.175,23.11666666666667,8040
