Date,Open,1_high,1_low,1_close,WOpen,MOpen,2_closs,3_closs,4_closs,5_closs,K,D,cross,second2MA,Fourth6MA,Fifth6MA,ID
2020-01-02,14.6,14.75,14.5,14.5,14.6,14.6,14.2,13.55,13.15,13.1,40.34,35.63,0,14.55,14.116666666666667,13.85,6233
2020-01-03,14.65,14.65,14.2,14.2,14.6,14.6,13.55,13.15,13.1,13.2,26.89,32.72,0,14.35,13.85,13.616666666666667,6233
2020-01-06,14.05,14.15,13.45,13.55,14.05,14.6,13.15,13.1,13.2,13.1,20.15,28.53,0,13.875,13.616666666666667,13.383333333333333,6233
2020-01-07,13.55,13.7,13.0,13.15,14.05,14.6,13.1,13.2,13.1,13.45,16.0,24.35,0,13.350000000000001,13.383333333333333,13.258333333333333,6233
2020-01-08,13.2,13.5,13.1,13.1,14.05,14.6,13.2,13.1,13.45,13.4,12.38,20.36,0,13.125,13.258333333333333,13.233333333333334,6233
2020-01-09,13.3,13.35,13.1,13.2,14.05,14.6,13.1,13.45,13.4,13.25,11.67,17.46,0,13.149999999999999,13.233333333333334,13.25,6233
2020-01-10,13.25,13.3,13.05,13.1,14.05,14.6,13.45,13.4,13.25,13.45,9.49,14.8,0,13.149999999999999,13.25,13.308333333333335,6233
2020-01-13,13.05,13.45,13.05,13.45,13.05,14.6,13.4,13.25,13.45,13.4,14.66,14.75,0,13.274999999999999,13.308333333333335,13.341666666666667,6233
2020-01-14,13.6,13.7,13.4,13.4,13.05,14.6,13.25,13.45,13.4,13.35,17.39,15.63,1,13.425,13.341666666666667,13.383333333333333,6233
2020-01-15,13.4,13.4,13.25,13.25,13.05,14.6,13.45,13.4,13.35,12.05,16.64,15.97,0,13.325,13.383333333333333,13.149999999999999,6233
2020-01-16,13.3,13.55,13.3,13.45,13.05,14.6,13.4,13.35,12.05,11.15,24.14,18.69,0,13.35,13.149999999999999,12.775,6233
2020-01-17,13.55,13.6,13.4,13.4,13.05,14.6,13.35,12.05,11.15,10.55,35.14,24.17,0,13.425,12.775,12.325000000000001,6233
2020-01-20,13.4,13.5,13.3,13.35,13.4,14.6,12.05,11.15,10.55,11.6,38.81,29.05,0,13.375,12.325000000000001,12.016666666666666,6233
